"Code","Gene","Header","Species","Taxonomy","Classification"
"Aquee","NKL","Aquee_A0A1X7V2F8_Uncharacterized_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Twilh","NKL","Twilh_16256","Tethya wilhelma","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid59866_Muscle_specific_homeobox_protein_tinman_Msh_2_NK_4","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid17215_Muscle_specific_homeobox_protein_tinman_Msh_2_NK_4","Sycon ciliatum","Porifera","Non_Bilateria"
"Aquee","NKL","Aquee_A0A1X7VQA7_Homeobox_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Creni","NKL","Creni_16191","Chondrosia reniformis","Porifera","Non_Bilateria"
"Twilh","NKL","Twilh_13151","Tethya wilhelma","Porifera","Non_Bilateria"
"Slacu","NKL","Slacu_38989","Spongilla lacustris","Porifera","Non_Bilateria"
"Pfici","NKL","Pfici_60197","Petrosia ficiformis","Porifera","Non_Bilateria"
"Creni","NKL","Creni_74428","Chondrosia reniformis","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid66669_Homeobox_protein_MSX_2_MSX_1_QUOX_7","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid14067_Muscle_segmentation_homeobox_Protein_drop_Protein_msh","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid41733_Homeobox_protein_Hmx","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid28197_Homeobox_protein_Hmx_H6_like","Sycon ciliatum","Porifera","Non_Bilateria"
"Creni","NKL","Creni_56861","Chondrosia reniformis","Porifera","Non_Bilateria"
"Creni","NKL","Creni_15984","Chondrosia reniformis","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid29756_Homeobox_protein_10","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid32011_Homeobox_protein_Hmx","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid3970_Homeobox_protein_MSH_D","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid3970_Homeobox_protein_MSH_D_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Twilh","NKL","Twilh_35505","Tethya wilhelma","Porifera","Non_Bilateria"
"Emuel","NKL","Emuel_16645","Ephydatia muelleri","Porifera","Non_Bilateria"
"Slacu","NKL","Slacu_17410","Spongilla lacustris","Porifera","Non_Bilateria"
"Twilh","NKL","Twilh_27081","Tethya wilhelma","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid1441_Muscle_specific_homeobox_protein_tinman_Msh_2_NK_4","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid1441_Muscle_specific_homeobox_protein_tinman_Msh_2_NK_4_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid19096","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid37259_Homeobox_protein_EMX1_Empty_spiracles_homolog_1_Empty_spiracles_like_protein_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid2847_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid71779_Pituitary_homeobox_3_Homeobox_protein_PITX3_Paired_like_homeodomain_transcription_factor_3","Leucosolenia complicata","Porifera","Non_Bilateria"
"Aquee","NKL","Aquee_A0A1X7VK02_Homeobox_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Avast","NKL","Avast_1071","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Ominu","NKL","Ominu_Homeodomain_HD_containing_transcription_factor","Oopsacas minuta","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid5384_Homeobox_protein_Nkx_2_5_Homeobox_protein_NK_2_homolog_E","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid7128_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid61427_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid66610_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid33310_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid53910_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid68089_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid12154_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid4613_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid4613_Homeobox_protein_Nkx_2_3_Homeobox_protein_NK_2_homolog_C","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","HOX","Lcomp_lcgid5384_Homeobox_protein_Hox_C11a","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","HOX","Lcomp_lcgid5384_Homeobox_protein_Hox_C11a_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","HOX","Lcomp_lcgid50646_Paired_mesoderm_homeobox_protein_2B_Neuroblastoma_Phox_PHOX2B_homeodomain_protein_Paired_like_homeobox_2B_gt_Paired_mesoderm_homeobox_protein_2B_Neuroblastoma_Phox_PHOX2B_homeodomain_protein_Paired_like_homeobox_2B","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","HOX","Scili_scgid31511_Homeobox_protein_aristaless","Sycon ciliatum","Porifera","Non_Bilateria"
"Emuel","HOX","Emuel_20975","Ephydatia muelleri","Porifera","Non_Bilateria"
"Twilh","HOX","Twilh_31677","Tethya wilhelma","Porifera","Non_Bilateria"
"Creni","HOX","Creni_15486","Chondrosia reniformis","Porifera","Non_Bilateria"
"Lcomp","HOX","Lcomp_lcgid63071","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","HOX","Scili_scgid26076_Homeobox_protein_Hox_C6b","Sycon ciliatum","Porifera","Non_Bilateria"
"Pfici","HOX","Pfici_60171","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","HOX","Aquee_A0A1X7UW97_Homeobox_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Lcomp","HOX","Lcomp_lcgid2877_Homeobox_protein_prophet_of_Pit_1_Pituitary_specific_homeodomain_factor","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","HOX","Lcomp_lcgid2877_Homeobox_protein_prophet_of_Pit_1_Pituitary_specific_homeodomain_factor_3","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","HOX","Lcomp_lcgid2877_Homeobox_protein_prophet_of_Pit_1_Pituitary_specific_homeodomain_factor_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","HOX","Scili_scgid3342_Protein_gooseberry_neuro_BSH4_Protein_gooseberry_proximal_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","HOX","Scili_scgid21050_Intestine_specific_homeobox","Sycon ciliatum","Porifera","Non_Bilateria"
"Aquee","ZF","Aquee_A0A1X7VPD0_Homeobox_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Aquee","ZF","Aquee_A0A1X7UM72_Homeobox_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Lcomp","ZF","Lcomp_lcgid37426_Homeobox_protein_10","Leucosolenia complicata","Porifera","Non_Bilateria"
"Creni","ZF","Creni_4445","Chondrosia reniformis","Porifera","Non_Bilateria"
"Scili","ZF","Scili_scgid10923_POU_domain_class_5_transcription_factor_1_Octamer_binding_protein_3_Octamer_binding_protein_4_Octamer_binding_transcription_factor_3","Sycon ciliatum","Porifera","Non_Bilateria"
"Emuel","SINE","Emuel_22119","Ephydatia muelleri","Porifera","Non_Bilateria"
"Creni","SINE","Creni_41970","Chondrosia reniformis","Porifera","Non_Bilateria"
"Avast","SINE","Avast_1695","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Ominu","SINE","Ominu_sine_oculis_homeobox_Six_transcription_factor","Oopsacas minuta","Porifera","Non_Bilateria"
"Lcomp","SINE","Lcomp_lcgid24836_Homeobox_protein_SIX2_Sine_oculis_homeobox_homolog_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SINE","Scili_scgid21515_Homeobox_protein_SIX1_Sine_oculis_homeobox_homolog_1_gt_Homeobox_protein_SIX1_Sine_oculis_homeobox_homolog_1","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","SINE","Lcomp_lcgid4017_Homeobox_protein_SIX2_Sine_oculis_homeobox_homolog_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SINE","Lcomp_lcgid4017_Homeobox_protein_SIX1_Sine_oculis_homeobox_homolog_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SINE","Scili_scgid12735_Homeobox_protein_SIX2_Sine_oculis_homeobox_homolog_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","SINE","Lcomp_lcgid50960_Protein_sine_oculis","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SINE","Scili_scgid17600_Homeobox_protein_SIX4_Sine_oculis_homeobox_homolog_4_Skeletal_muscle_specific_ARE_binding_protein_AREC3","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","SINE","Lcomp_lcgid71216_Protein_sine_oculis","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SINE","Scili_scgid35531_Protein_sine_oculis","Sycon ciliatum","Porifera","Non_Bilateria"
"Aquee","SINE","Aquee_A0A1X7UXL5_Homeobox_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Pfici","SINE","Pfici_41936","Petrosia ficiformis","Porifera","Non_Bilateria"
"Pfici","SINE","Pfici_41938","Petrosia ficiformis","Porifera","Non_Bilateria"
"Twilh","SINE","Twilh_33641","Tethya wilhelma","Porifera","Non_Bilateria"
"Slacu","SINE","Slacu_37756","Spongilla lacustris","Porifera","Non_Bilateria"
"Emuel","HNF","Emuel_22884","Ephydatia muelleri","Porifera","Non_Bilateria"
"Twilh","HNF","Twilh_36590","Tethya wilhelma","Porifera","Non_Bilateria"
"Twilh","HNF","Twilh_36591","Tethya wilhelma","Porifera","Non_Bilateria"
"Pfici","HNF","Pfici_29720","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","HNF","Aquee_A0A1X7TJ22_Uncharacterized_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Avast","HNF","Avast_5820","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Ominu","HNF","Ominu_hepatic_nuclear_factor_1_Hnf_1_transcription_factor","Oopsacas minuta","Porifera","Non_Bilateria"
"Slacu","HNF","Slacu_2232","Spongilla lacustris","Porifera","Non_Bilateria"
"Slacu","HNF","Slacu_2233","Spongilla lacustris","Porifera","Non_Bilateria"
"Lcomp","CUT","Lcomp_lcgid33975_Homeobox_protein_cut_like_1_CCAAT_displacement_protein_CDP2_Homeobox_protein_cux_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","CUT","Lcomp_lcgid37295","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","CUT","Scili_scgid10143_One_cut_domain_family_member_3_One_cut_homeobox_3_Transcription_factor_ONECUT_3","Sycon ciliatum","Porifera","Non_Bilateria"
"Dcost","CERS","Dcost_Choano_EP00039_Didymoeca_costata_P032953_m_40076_g_40076_ORF_g_40076_m_40076_type_complete_len_405_comp9622_c0_seq1_162_1376_","Didymoeca costata","Choanoflagellata","Unicellular_Holozoa"
"Choll","CERS","Choll_Choano_EP00042_Codosiga_hollandica_P059635_m_920046_g_920046_ORF_g_920046_m_920046_type_5prime_partial_len_466_comp60881_c0_seq1_2_1399_","Codosida hollandica","Choanoflagellata","Unicellular_Holozoa"
"Choll","CERS","Choll_59635","Codosida hollandica","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","CERS","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P002758_m_225787_g_225787_ORF_g_225787_m_225787_type_5prime_partial_len_362_comp11320_c0_seq1_2_1087_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","CERS","Mfluc_2758","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Sheli","CERS","Sheli_Choano_EP00048_Salpingoeca_helianthica_P015857_m_228997_g_228997_ORF_g_228997_m_228997_type_complete_len_358_comp17645_c0_seq1_125_1198_","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Sheli","CERS","Sheli_15857","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Smacr","CERS","Smacr_Choano_EP00052_Salpingoeca_macrocollata_P010682_m_82923_g_82923_ORF_g_82923_m_82923_type_5prime_partial_len_401_comp17680_c1_seq3_121_1323_","Salpingoeca macrocollata","Choanoflagellata","Unicellular_Holozoa"
"Smacr","CERS","Smacr_10682","Salpingoeca macrocollata","Choanoflagellata","Unicellular_Holozoa"
"Smacr","CERS","Smacr_Choano_EP00052_Salpingoeca_macrocollata_P028220_m_271611_g_271611_ORF_g_271611_m_271611_type_5prime_partial_len_442_comp22838_c0_seq6_3_1328_","Salpingoeca macrocollata","Choanoflagellata","Unicellular_Holozoa"
"Smacr","CERS","Smacr_28220","Salpingoeca macrocollata","Choanoflagellata","Unicellular_Holozoa"
"Spuni","CERS","Spuni_Choano_EP00053_Salpingoeca_punica_P012055_m_107529_g_107529_ORF_g_107529_m_107529_type_5prime_partial_len_376_comp15845_c1_seq2_3798_4925_","Salpingoeca punica","Choanoflagellata","Unicellular_Holozoa"
"Spuni","CERS","Spuni_12055","Salpingoeca punica","Choanoflagellata","Unicellular_Holozoa"
"Dcost","CERS","Dcost_32953","Didymoeca costata","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","POU","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P003150_m_227713_g_227713_ORF_g_227713_m_227713_type_5prime_partial_len_306_comp11629_c0_seq1_70_987_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","POU","Mfluc_3150","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Hnana","SOX","Hnana_Choano_EP00037_Helgoeca_nana_P009101_m_80107_g_80107_ORF_g_80107_m_80107_type_complete_len_266_comp19348_c0_seq1_309_1106_","Helgoeca nana","Choanoflagellata","Unicellular_Holozoa"
"Hnana","SOX","Hnana_9101","Helgoeca nana","Choanoflagellata","Unicellular_Holozoa"
"Sparv","SOX","Sparv_Choano_EP00038_Savillea_parva_P014024_m_213808_g_213808_ORF_g_213808_m_213808_type_5prime_partial_len_210_comp26879_c0_seq1_154_783_","Savillea parva","Choanoflagellata","Unicellular_Holozoa"
"Sparv","SOX","Sparv_14024","Savillea parva","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P021526_m_105772_g_105772_ORF_g_105772_m_105772_type_internal_len_629_comp8928_c0_seq1_2_1891_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_21526","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Skvev","SOX","Skvev_Choano_EP00050_Salpingoeca_kvevrii_P005849_m_285979_g_285979_ORF_g_285979_m_285979_type_5prime_partial_len_342_comp11491_c0_seq1_3_1028_","Salpingoeca kvevrii","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P013386_m_274019_g_274019_ORF_g_274019_m_274019_type_internal_len_171_comp48778_c0_seq1_1_516_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_13386","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P020889_m_97523_g_97523_ORF_g_97523_m_97523_type_3prime_partial_len_143_comp8667_c0_seq9_2_430_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_20889","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Spuni","SOX","Spuni_Choano_EP00053_Salpingoeca_punica_P002326_m_232816_g_232816_ORF_g_232816_m_232816_type_5prime_partial_len_88_comp115204_c0_seq1_3_266_","Salpingoeca punica","Choanoflagellata","Unicellular_Holozoa"
"Spuni","SOX","Spuni_2326","Salpingoeca punica","Choanoflagellata","Unicellular_Holozoa"
"Sinfu","SOX","Sinfu_Choano_EP00049_Salpingoeca_infusionum_P017306_m_352498_g_352498_ORF_g_352498_m_352498_type_complete_len_363_comp16535_c0_seq1_563_1651_","Salpingoeca infusorum","Choanoflagellata","Unicellular_Holozoa"
"Sinfu","SOX","Sinfu_17306","Salpingoeca infusorum","Choanoflagellata","Unicellular_Holozoa"
"Skvev","SOX","Skvev_Choano_EP00050_Salpingoeca_kvevrii_P008636_m_304141_g_304141_ORF_g_304141_m_304141_type_complete_len_439_comp16595_c0_seq1_47_1363_","Salpingoeca kvevrii","Choanoflagellata","Unicellular_Holozoa"
"Sheli","SOX","Sheli_Choano_EP00048_Salpingoeca_helianthica_P002427_m_57170_g_57170_ORF_g_57170_m_57170_type_complete_len_644_comp12092_c2_seq1_120_2051_","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Sheli","SOX","Sheli_2427","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Sheli","SOX","Sheli_Choano_EP00048_Salpingoeca_helianthica_P006679_m_101454_g_101454_ORF_g_101454_m_101454_type_5prime_partial_len_312_comp14090_c1_seq1_273_1208_","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Sheli","SOX","Sheli_6679","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Surce","SOX","Surce_Choano_EP00051_Salpingoeca_urceolata_P030052_m_540931_g_540931_ORF_g_540931_m_540931_type_internal_len_89_comp309053_c0_seq1_2_271_","Salpingoeca urceolata","Choanoflagellata","Unicellular_Holozoa"
"Surce","SOX","Surce_30052","Salpingoeca urceolata","Choanoflagellata","Unicellular_Holozoa"
"Bmino","SOX","Bmino_Choano_EP00729_Bicosta_minor_P014213_gene14213_35280_t","Bicosta minor","Choanoflagellata","Unicellular_Holozoa"
"Surce","SOX","Surce_Choano_EP00051_Salpingoeca_urceolata_P010263_m_125023_g_125023_ORF_g_125023_m_125023_type_5prime_partial_len_445_comp16642_c0_seq2_2_1336_","Salpingoeca urceolata","Choanoflagellata","Unicellular_Holozoa"
"Surce","SOX","Surce_10263","Salpingoeca urceolata","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P011749_m_270040_g_270040_ORF_g_270040_m_270040_type_5prime_partial_len_318_comp37858_c0_seq1_1_954_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_11749","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Bmino","SOX","Bmino_Choano_EP00729_Bicosta_minor_P005656_gene5656_12037_t","Bicosta minor","Choanoflagellata","Unicellular_Holozoa"
"Mbrev","SOX","Mbrev_Choano_EP00046_Monosiga_brevicollis_P001860_XP_001743858_1_hypothetical_protein_Monosiga_brevicollis_MX1_","Monosiga brevicollis","Choanoflagellata","Unicellular_Holozoa"
"Mbrev","SOX","Mbrev_A9UT61_HMG_box_domain_containing_protein","Monosiga brevicollis","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P009314_m_262615_g_262615_ORF_g_262615_m_262615_type_5prime_partial_len_312_comp25638_c0_seq1_153_1088_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_9314","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Sheli","SOX","Sheli_Choano_EP00048_Salpingoeca_helianthica_P024508_m_32891_g_32891_ORF_g_32891_m_32891_type_complete_len_454_comp9432_c0_seq1_207_1568_","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Sheli","SOX","Sheli_24508","Salpingoeca helianthica","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_Choano_EP00047_Mylnosiga_fluctuans_P010353_m_266051_g_266051_ORF_g_266051_m_266051_type_5prime_partial_len_489_comp30799_c0_seq1_252_1718_","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mfluc","SOX","Mfluc_10353","Mylnosiga fluctuans","Choanoflagellata","Unicellular_Holozoa"
"Mbrev","SOX","Mbrev_Choano_EP00046_Monosiga_brevicollis_P008035_XP_001750033_1_hypothetical_protein_Monosiga_brevicollis_MX1_","Monosiga brevicollis","Choanoflagellata","Unicellular_Holozoa"
"Mbrev","SOX","Mbrev_A9VBB6_HMG_box_domain_containing_protein","Monosiga brevicollis","Choanoflagellata","Unicellular_Holozoa"
"Sdipl","SOX","Sdipl_24036","Stephanoeca diplocostata","Choanoflagellata","Unicellular_Holozoa"
"Aspec","SOX","Aspec_Choano_EP00035_Acanthoeca_spectabilis_P020037_m_430861_g_430861_ORF_g_430861_m_430861_type_complete_len_261_comp17220_c0_seq1_101_883_","Acanthoeca spectabilis","Choanoflagellata","Unicellular_Holozoa"
"Sparv","SOX","Sparv_Choano_EP00038_Savillea_parva_P005912_m_160630_g_160630_ORF_g_160630_m_160630_type_complete_len_276_comp11971_c0_seq1_330_1157_","Savillea parva","Choanoflagellata","Unicellular_Holozoa"
"Sparv","SOX","Sparv_5912","Savillea parva","Choanoflagellata","Unicellular_Holozoa"
"Aspec","ZF","Aspec_Choano_EP00035_Acanthoeca_spectabilis_P029715_m_6150_g_6150_ORF_g_6150_m_6150_type_complete_len_571_comp3803_c0_seq1_227_1939_","Acanthoeca spectabilis","Choanoflagellata","Unicellular_Holozoa"
"ClimH","LIM","ClimH_6057","Corallochytrium limacisporum","Corallochytrea","Unicellular_Holozoa"
"ClimI","LIM","ClimI_1011","Corallochytrium limacisporum","Corallochytrea","Unicellular_Holozoa"
"Smult","LIM","Smult_28831","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
"Smult","SOX","Smult_3090","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
"Smult","SOX","Smult_3091","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
"Smult","SOX","Smult_32469","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
"Smult","SOX","Smult_35087","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
"Smult","SOX","Smult_35088","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
"Smult","SOX","Smult_40950","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
"Smult","SOX","Smult_19278","Syssomonas multiformis","Corallochytrea","Unicellular_Holozoa"
